id,specilization_name,college_dunia_link,target_study_link,careers_360_link,course_id,status,is_deleted,created_on,created_by,updated_by,updated_on
249,Environmental Science,,,,39,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31
250,Information Technology,,,,39,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31
251,Instrumentation and Control Engineering,,,,39,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31
252,Material Science,,,,39,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31
253,Mechanical Engineering (Thermal and Fluid),,,,39,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31
254,Mining Enginering,,,,39,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31
255,Petroluem Engineering,,,,39,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31
256,Production and Industrial Engg,,,,39,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31
257,Software Engineering,,,,39,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31
258,Structural Engineering,,,,39,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31
259,VLSI,,,,39,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31
260,Agriculture,,,,39,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31
261,Automobile,,,,39,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31
262,Aviation,,,,39,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31
263,Bio-Chemistry / Bio-Technology,,,,39,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31
264,Biomedical,,,,39,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31
265,Ceramics,,,,39,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31
266,Civil,,,,39,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31
267,Energy,,,,39,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31
268,Marine,,,,39,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31
269,Metallurgy,,,,39,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31
270,Mineral,,,,39,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31
271,Nuclear,,,,39,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31
272,Paint / Oil,,,,39,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31
273,Plastics,,,,39,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31
274,Textile,,,,39,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31
275,Education,,,,40,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31
276,Ekistics,,,,41,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31
278,Bengali,,,,43,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31
279,Disarmament & Political Geography,,,,43,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31
280,Economics,,,,43,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31
281,English,,,,43,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31
282,Fine Arts,,,,43,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31
283,Geography,,,,43,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31
284,Hindi,,,,43,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31
